"#Table S1. Description of the data included in MATEdb. Phylum, Subphylum, Class, Subclass, Superorder, Order, Family, Genus and Species_or_Subspecies correspond to those taxonomic levels using the information from NCBI Taxonomy and curating it when required. NCBI_Taxonomy_ID stands for NCBI's Taxonomy ID. Code corresponds to a four letter plus one number code used for each dataset. The same four letters are used when a specie comprises more than one dataset and the number is changed. Genome_or_Transcriptome for whether the data corresponds to a genome or a transcriptome, Sequencing_Technology to describe the sequencing technology used to generate te data. Database corresponds to the source of the raw data and Accession_Number refers to the accession number in the aforementioned database. Reference contains the publication where the generation of the data is described. Alternative_repository refers to any other source with additional information for that given dataset. BUSCO_Database refers to the database used to quantify completeness metrics. Trinity_C_plus_F Trinity_C Trinity_S Trinity_D Trinity_F Trinity_M each refer to the complete plus fragmented genes, complete, single copy, duplicated, fragmented an missing genes as determined by BUSCO in the assemblies produced by Trinity. Filtered_C_plus_F Filtered_C Filtered_S Filtered_D Filtered_F Filtered_M refer to the aforementioned parameters after filtering the data using BlobTools. Protein_Number refers to the number of proteins identified by TransDecoder, C_plus_F C S D F M refere to the same parameters previously described as part of BUSCO's output and Eggnog refers the the number of proteins whose annotation was possible using eggNOG-mapper. Fields # contigs (>= 0 bp), # contigs (>= 1000 bp), # contigs (>= 5000 bp), # contigs (>= 10000 bp), # contigs (>= 25000 bp), # contigs (>= 50000 bp), Total length (>= 0 bp), Total length (>= 1000 bp), Total length (>= 5000 bp), Total length (>= 10000 bp), Total length (>= 25000 bp), Total length (>= 50000 bp), # contigs, Largest contig, Total length, GC (%), N50, N75, L50, L75 and # N's per 100 kbp describe the basic statistics calculated using QUAST for all the genomic datasets in the database. The fields # Transcripts and # Longest isoforms are calculated for the transcriptomes in the database."																																																												
																																																												
Phylum	Subphylum	Class	Subclass	Superorder	Order	Family	Genus	Species_or_Subspecies	NCBI_Taxonomy_ID	Code	Genome_or_Transcriptome	Sequencing_Technology	Database	Accession_Number	Reference	Alternative_repository	BUSCO_Database	Trinity_C_plus_F	Trinity_C	Trinity_S	Trinity_D	Trinity_F	Trinity_M	Filtered_C_plus_F	Filtered_C	Filtered_S	Filtered_D	Filtered_F	Filtered_M	Protein_Number	C_plus_F	C	S	D	F	M	Eggnog	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# Transcripts	# Longest isoforms
Arthropoda	Crustacea	Branchiopoda	Sarsostraca	-	Anostraca	Artemiidae	Artemia	Artemia salina	85549	ASAL1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140128	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	86	72.2	31.9	40.3	13.8	14	88.2	73	33.7	39.3	15.2	11.8	17880	80.3	65.5	64.9	0.6	14.8	19.7	12042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	390067	17880
Arthropoda	Crustacea	Branchiopoda	Sarsostraca	-	Anostraca	Branchinectidae	Branchinecta	Branchinecta lindahli	91573	BLIN1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5140142	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2018.1524		arthropoda_odb10	90.8	86.8	37	49.8	4	9.2	93.7	88.1	36.6	51.5	5.6	6.3	16511	88	82.1	81.4	0.7	5.9	12	11486	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	133662	16511
Arthropoda	Crustacea	Cephalocarida	-	-	Brachypoda	Hutchinsoniellidae	Hutchinsoniella	Hutchinsoniella macracantha	84335	HMAC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4113505			arthropoda_odb10	75.3	45.9	24.7	21.2	29.4	24.7	73.8	41.2	19.1	22.1	32.6	26.2	17049	68.6	37.7	37.4	0.3	30.9	31.4	11965	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	154065	17049
Arthropoda	Crustacea	Cephalocarida	-	-	Brachypoda	Hutchinsoniellidae	Lightiella	Lightiella incisa	703591	LINC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4113506			arthropoda_odb10	92.3	83.9	45.5	38.4	8.4	7.7	96	85.4	45.3	40.1	10.6	4	20727	88.1	77.7	76.1	1.6	10.4	11.9	15191	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	149248	20727
Arthropoda	Crustacea	Hexanauplia	Copepoda	Gymnoplea	Calanoida	Calanidae	Calanus	Calanus finmarchicus	6837	CFIN1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1153469			arthropoda_odb10	94.3	91.6	11.1	80.5	2.7	5.7	96.5	93.6	10.3	83.3	2.9	3.5	49630	94.6	91.2	86.8	4.4	3.4	5.4	25526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	233080	49630
Arthropoda	Crustacea	Hexanauplia	Copepoda	Gymnoplea	Calanoida	Temoridae	Eurytemora	Eurytemora affinis	88015	EAFF1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR2551252			arthropoda_odb10	96	95.4	50.2	45.2	0.6	4	99	98.1	52.5	45.6	0.9	1	22741	95.4	94.8	91.7	3.1	0.6	4.6	14439	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	167797	22741
Arthropoda	Crustacea	Hexanauplia	Copepoda	Podoplea	Cyclopoida	Cyclopidae	Apocyclops	Apocyclops royi	298420	AROY1	Transcriptome	NextSeq 500	NCBI SRA	ERR2811729			arthropoda_odb10	94.3	92.1	59	33.1	2.2	5.7	98	95.7	61.8	33.9	2.3	2	21272	94.6	92.4	88	4.4	2.2	5.4	14826	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75916	21272
Arthropoda	Crustacea	Hexanauplia	Copepoda	Podoplea	Cyclopoida	Cyclopidae	Eucyclops	Eucyclops serrulatus	84317	ESER1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1050725			arthropoda_odb10	96.7	95.8	8.1	87.7	0.9	3.3	99	98.4	6.4	92	0.6	1	45088	98.7	98	32.4	65.6	0.7	1.3	31884	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	176604	45088
Arthropoda	Crustacea	Hexanauplia	Copepoda	Podoplea	Cyclopoida	Lernaeidae	Lernaea	Lernaea cyprinacea	342429	LCYP1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR1107498			arthropoda_odb10	93.4	88.8	33.4	55.4	4.6	6.6	96.7	92.1	31.9	60.2	4.6	3.3	58467	92.9	85.6	61.1	24.5	7.3	7.1	34592	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	216173	58467
Arthropoda	Crustacea	Hexanauplia	Copepoda	Podoplea	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	6832	TICA2	Genome	Illumina; PacBio RS II	Uniprot	UP000318571/GCA_007210705.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	15551	94.4	91.8	90.7	1.1	2.6	5.6	12195	459	426	63	41	21	13	191142546	191111856	190568894	190417692	190103617	189836395	459	18073795	191142546	42.18	15806032	15273878	6	9	2086.08	-	-
Arthropoda	Crustacea	Hexanauplia	Copepoda	Podoplea	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus japonicus	158387	TJAP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1784985			arthropoda_odb10	94.6	94.3	51.4	42.9	0.3	5.4	98.9	98.6	53.9	44.7	0.3	1.1	17630	75.2	74.1	73	1.1	1.1	24.8	12000	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	86954	17630
Arthropoda	Crustacea	Ichthyostraca	Branchiura	-	Arguloida	Argulidae	Argulus	Argulus siamensis	1167309	ASIA1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR514120			arthropoda_odb10	95.9	95.6	31.5	64.1	0.3	4.1	98.8	98.2	35.6	62.6	0.6	1.2	13640	80.4	80	77.1	2.9	0.4	19.6	10205	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88530	13640
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Astacidae	Astacus	Astacus astacus	6715	AAST1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2961887			arthropoda_odb10	96	94.7	39.7	55	1.3	4	98.5	97.2	42	55.2	1.3	1.5	22616	90.7	89.6	86.9	2.7	1.1	9.3	12407	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	188480	22616
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Gecarcinidae	Gecarcinus	Gecarcinus lateralis	6769	GLAT1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR6667851			arthropoda_odb10	85.7	75	48.1	26.9	10.7	14.3	88.6	76.4	47.9	28.5	12.2	11.4	15033	85.2	73.3	72.4	0.9	11.9	14.8	10362	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73820	15033
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Palaemonidae	Macrobrachium	Macrobrachium nipponense	159736	MNIP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1924233			arthropoda_odb10	88.8	81.7	65	16.7	7.1	11.2	91.9	84.2	66.7	17.5	7.7	8.1	20625	91.1	83.2	82.2	1	7.9	8.9	13354	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	126825	20625
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Parastacidae	Cherax	Cherax quadricarinatus	27406	CQUA2	Transcriptome	Illumina HiSeq 4000	NCBI SRA	SRR10023619 + SRR10023624 + SRR10023628 + SRR10023629 + SRR10023630 (muscle+ovary+hepatopancreas+gill+eye salk)			arthropoda_odb10	96.7	96.4	40.9	55.5	0.3	3.3	98.8	98.2	40	58.2	0.6	1.2	44023	97	96.3	89.9	6.4	0.7	3	22016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	590700	44023
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Penaeidae	Penaeus	Penaeus monodon	6687	PMON2	Genome	Illumina NextSeq; PacBio Sequel	NCBI Genome	GCF_015228065.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24092	90.7	88	82.1	5.9	2.7	9.3	17789	26876	26868	23154	13236	3446	869	2394347767	2394341350	2379287373	2307561542	2155365132	2069480239	26875	65869259	2394347381	36.63	44862054	34638043	23	38	16437.23	-	-
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Penaeidae	Penaeus	Penaeus vannamei	6689	PVAN1	Genome	Illumina HiSeq; PacBio 	NCBI Genome	GCF_003789085.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24987	94.5	91.7	78.7	13	2.8	5.5	18216	4683	4683	4543	4437	4181	3913	1663581301	1663581301	1663220266	1662413105	1658095227	1647865218	4683	3458385	1663581301	36.69	605555	360666	892	1778	2737.82	-	-
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Euphausiacea	Euphausiidae	Meganyctiphanes	Meganyctiphanes norvegica	48144	MNOR1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3657329			arthropoda_odb10	85	74.5	58.8	15.7	10.5	15	88.2	77	60	17	11.2	11.8	22052	87.2	75.8	74.4	1.4	11.4	12.8	14676	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	97884	22052
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Hoplocarida	Stomatopoda	Squillidae	Oratosquilla	Oratosquilla oratoria	337810	ORAT1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR7346277			arthropoda_odb10	92.6	88.9	53.9	35	3.7	7.4	96.5	92.5	55.8	36.7	4	3.5	26875	95	90.9	87.7	3.2	4.1	5	14716	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	217481	26875
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Amphipoda	Gammaridae	Gammarus	Gammarus locusta	65426	GLOC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR10868684			arthropoda_odb10	87.8	80.8	36.5	44.3	7	12.2	90.6	82.6	36.4	46.2	8	9.4	19411	88.9	80.9	79.8	1.1	8	11.1	11567	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	116614	19411
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Amphipoda	Hyalellidae	Hyalella	Hyalella azteca	294128	HAZT1	Genome	Illumina HiSeq 2000	NCBI Genome	GCF_000764305.1	https://doi.org/10.1021/acs.est.8b00837		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	18608	96.9	94.9	92.5	2.4	2	3.1	14350	10380	10308	7280	5668	3149	2107	1178848281	1178781031	1170969012	1159038795	1118993787	1083032760	10379	7917093	1178847958	38.38	987977	376731	305	769	49390.23	-	-
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Amphipoda	Talitridae	Trinorchestia	Trinorchestia longiramus	1923959	TRLO1	Genome	Illumina HiSeq 2500	NCBI Genome	GCA_006783055.1	https://doi.org/10.1038/s41597-020-0424-8		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26080	93.6	86.4	82.9	3.5	7.2	6.4	16658	30897	30897	16382	12477	7146	4266	886359443	886359443	856898019	828379565	743784189	641383234	30897	1680077	886359443	37.42	120570	43788	1718	4766	8334.05	-	-
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Isopoda	Armadillidiidae	Armadillidium	Armadillidium nasatum	96803	ANAS1	Genome	Illumina HiSeq; PacBio RS II	NCBI Genome	GCA_009176605.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14636	83.6	74.9	70.1	4.8	8.7	16.4	11445	25196	25166	24484	22425	13264	7146	1223175971	1223155999	1220934948	1204824112	1048777843	833698378	25188	877941	1223173234	25.77	86284	38819	3752	9045	14	-	-
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Isopoda	Armadillidiidae	Armadillidium	Armadillidium vulgare	13347	AVUL2	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1324808			arthropoda_odb10	89.9	82.4	69.3	13.1	7.5	10.1	92.6	85.5	72	13.5	7.1	7.4	18210	91.4	84.1	81.7	2.4	7.3	8.6	12787	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59253	18210
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Isopoda	Asellidae	Proasellus	Proasellus jaloniacus	1281986	PJAL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	ERR1433114			arthropoda_odb10	89.2	79.9	56.9	23	9.3	10.8	92.3	83	59.5	23.5	9.3	7.7	20485	89.4	80.1	76.5	3.6	9.3	10.6	13619	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	110257	20485
Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Peracarida	Isopoda	Sphaeromatidae	Sphaeroma	Sphaeroma terebrans	180402	STER1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4436643	https://link.springer.com/article/10.1007/s13258-017-0618-4#Sec2		arthropoda_odb10	93.3	89	53.4	35.6	4.3	6.7	96.1	91.7	56	35.7	4.4	3.9	28704	93.8	89.1	82.8	6.3	4.7	6.2	19267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	122331	28704
Arthropoda	Crustacea	Malacostraca	Phyllocarida	-	Leptostraca	Nebaliidae	Nebalia	Nebalia bipes	1032909	NBIP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653215			arthropoda_odb10	80	66	44.1	21.9	14	20	81.2	68	45.5	22.5	13.2	18.8	15045	79.8	66.5	65.9	0.6	13.3	20.2	10864	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	101267	15045
Arthropoda	Crustacea	Ostracoda	Myodocopa	-	Myodocopida	Cypridinidae	Vargula	Vargula hilgendorfii	6674	VHIL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	DRR171178			arthropoda_odb10	93.3	89.1	53.6	35.5	4.2	6.7	96	91.9	54.3	37.6	4.1	4	21748	94.5	90.4	86.8	3.6	4.1	5.5	14288	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	187919	21748
Arthropoda	Crustacea	Ostracoda	Podocopa	-	Podocopida	Cyprididae	Heterocypris	Heterocypris incongruens	425018	HINC1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	DRR127387			arthropoda_odb10	92.7	91.9	7.5	84.4	0.8	7.3	95.9	94.5	6.1	88.4	1.4	4.1	23852	93.6	92	88.2	3.8	1.6	6.4	14027	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	131345	23852
Arthropoda	Crustacea	Remipedia	-	-	Nectiopoda	Godzilliidae	Godzilliognomus	Godzilliognomus frondosus	588423	GFRO1	Transcriptome	Illumina NextSeq 500	NCBI SRA	SRR8280777			arthropoda_odb10	82.6	71.4	56.7	14.7	11.2	17.4	84.1	71.3	56.8	14.5	12.8	15.9	21765	83.3	70.6	69.7	0.9	12.7	16.7	12721	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	117687	21765
Arthropoda	Crustacea	Remipedia	-	-	Nectiopoda	Godzilliidae	Pleomothra	Pleomothra apletocheles	588424	PAPL1	Transcriptome	Illumina NextSeq 500	NCBI SRA	SRR8280776			arthropoda_odb10	78.9	67.7	53	14.7	11.2	21.1	81.8	69.6	53.7	15.9	12.2	18.2	17539	81.4	69.1	67.5	1.6	12.3	18.6	11651	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	118480	17539
Arthropoda	Crustacea	Remipedia	-	-	Nectiopoda	Morlockiidae	Morlockia	Morlockia williamsi	1017258	MWIL1	Transcriptome	Illumina NextSeq 500	NCBI SRA	SRR8280778			arthropoda_odb10	81	69.5	58	11.5	11.5	19	83.9	72.2	59.5	12.7	11.7	16.1	17408	83.3	71.7	70.8	0.9	11.6	16.7	12033	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	105897	17408
Arthropoda	Crustacea	Remipedia	-	-	Nectiopoda	Speleonectidae	Xibalbanus	Xibalbanus tulumensis	1519145	XTUL1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR4113501			arthropoda_odb10	86.5	70.7	30.1	40.6	15.8	13.5	88.1	70.3	29.6	40.7	17.8	11.9	25666	82.5	64	63.3	0.7	18.5	17.5	14761	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	445634	25666
Arthropoda	Crustacea	Thecostraca	Cirripedia	Thoracicalcarea	Balanomorpha	Balanidae	Amphibalanus	Amphibalanus amphitrite	1232801	AAMP1	Genome	Illumina HiSeq 2500 PE + MP	Uniprot	UP000440578/GCA_009805615.1	https://www.frontiersin.org/articles/10.3389/fevo.2019.00465/full		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24795	90.5	84.8	65.4	19.4	5.7	9.5	18646	2240	2240	2214	2184	2058	1865	613414131	613414131	613320635	613090482	610763279	603607395	2240	2223970	613414131	49.81	458238	254816	415	861	464.29	-	-
Arthropoda	Crustacea	Thecostraca	Cirripedia	Thoracicalcarea	Balanomorpha	Tetraclitidae	Tetraclita	Tetraclita japonica	240496	TEJA1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR426837			arthropoda_odb10	82.8	61.5	35.6	25.9	21.3	17.2	86.6	64	36.7	27.3	22.6	13.4	18551	84.8	61.9	60.4	1.5	22.9	15.2	13679	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	70704	18551
Arthropoda	Crustacea	Thecostraca	Cirripedia	Thoracicalcarea	Pollicipedomorpha	Pollicipedidae	Pollicipes	Pollicipes pollicipes	41117	PPOL2	Genome	Illumina NextSeq; PacBio Sequel	NCBI Genome	GCF_011947565.2			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	20444	94.1	91.8	54.8	37	2.3	5.9	18048	1254	1187	1007	923	674	300	770089732	770049205	769582220	769001159	764356216	751410167	1231	64043775	770081287	52.34	47009503	37696644	8	12	1079.04	-	-
Arthropoda	Hexapoda	-	-	-	Diplura	Japygidae	Occasjapyx	Occasjapyx japonicus	289462	OJAP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1182465			arthropoda_odb10	91.6	83.2	47.1	36.1	8.4	8.4	95.2	86.1	48.1	38	9.1	4.8	18129	91	82	81	1	9	9	13873	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61054	18129
Arthropoda	Hexapoda	Collembola	-	-	Entomobryomorpha	Isotomidae	Folsomia	Folsomia candida	158441	FCAN1	Genome	PacBio	NCBI Genome	GCF_002217175.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24221	95.9	95.5	88.2	7.3	0.4	4.1	17746	162	162	153	136	99	83	221702752	221702752	221668134	221530408	220911161	220364016	162	28534321	221702752	37.52	6519406	2726164	8	21	113.06	-	-
Arthropoda	Hexapoda	Collembola	-	-	Entomobryomorpha	Orchesellidae	Orchesella	Orchesella cincta	48709	OCIN1	Genome	Illumina HiSeq 2000; PacBio	NCBI Genome	GCA_001718145.1			arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	20247	93.6	89.7	85.1	4.6	3.9	6.4	15041	9402	9370	8474	6186	2644	1288	286766519	286742731	283673687	266536945	211021914	164189625	9398	807113	286764906	36.81	65879	23461	925	2812	6.2	-	-
Arthropoda	Hexapoda	Collembola	-	-	Entomobryomorpha	Tomoceridae	Pogonognathellus	Pogonognathellus sp. AD-2013	1323567	POGO1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921635			arthropoda_odb10	90.1	85.8	55.5	30.3	4.3	9.9	95.7	90.5	56.1	34.4	5.2	4.3	24718	86.9	81.4	79.2	2.2	5.5	13.1	16178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72162	24718
Arthropoda	Hexapoda	Collembola	-	-	Poduromorpha	Neanuridae	Anurida	Anurida maritima	64695	AMAR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921564			arthropoda_odb10	91	88.6	29	59.6	2.4	9	96.2	92.9	31.6	61.3	3.3	3.8	13396	69.7	66	64.6	1.4	3.7	30.3	9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52876	13396
Arthropoda	Hexapoda	Insecta	-	-	Zygentoma	Lepidotrichidae	Tricholepidion	Tricholepidion gertschi	89825	TGER1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921654			arthropoda_odb10	87.2	75.3	60.3	15	11.9	12.8	92.4	79.3	63.5	15.8	13.1	7.6	26544	91.2	78.1	76.9	1.2	13.1	8.8	16850	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	138144	26544
Arthropoda	Hexapoda	Insecta	-	-	Zygentoma	Lepismatidae	Thermobia	Thermobia domestica	89055	TDOM1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921648			arthropoda_odb10	92.8	88.1	62.8	25.3	4.7	7.2	96.9	91.5	65.5	26	5.4	3.1	34073	95.4	89.9	89.1	0.8	5.5	4.6	20102	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	180853	34073
Arthropoda	Hexapoda	Insecta	-	-	Zygentoma	Nicoletiidae	Atelura	Atelura formicaria	459531	AFOR1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921568			arthropoda_odb10	94.1	88.3	48.5	39.8	5.8	5.9	97.8	91.5	50.5	41	6.3	2.2	28382	96.7	90.4	89	1.4	6.3	3.3	18907	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	147394	28382
Arthropoda	Hexapoda	Insecta	Monocondylia	-	Archaeognatha	Machilidae	Machilis	Machilis hrabei	438506	MHRA1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR921614			arthropoda_odb10	89.6	79.7	54.2	25.5	9.9	10.4	94	82.5	55.5	27	11.5	6	21454	92.9	81.5	80.5	1	11.4	7.1	15805	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	120269	21454
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Amphizoidae	Amphizoa	Amphizoa insolens	107775	AINS1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR5930489			arthropoda_odb10	93.3	90.4	66.6	23.8	2.9	6.7	97.4	93.8	72	21.8	3.6	2.6	12215	92.2	88.4	86.8	1.6	3.8	7.8	10687	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36215	12215
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Buprestidae	Agrilus	Agrilus planipennis	224129	APLA1	Genome	Illumina HiSeq 2000	NCBI Genome	PRJNA343475	"The BCM-HGSC i5K pilot project / Whole genome sequencing, assembly and annotation of Agrilus planipennis (unpublished)"		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	13371	95.5	94.4	85	9.4	1.1	4.5	12328	3613	3585	1803	941	500	450	353072773	353045848	348599534	342471498	336108033	334460141	3613	4600559	353072773	34.45	1113421	613020	91	197	10617.7	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Carabidae	Calosoma	Calosoma frigidum	287700	CFRI1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083640	The 1KITE project: evolution of insects		arthropoda_odb10	90.6	79.1	25.1	54	11.5	9.4	89.6	72.8	63.4	9.4	16.8	10.4	12743	89	72.2	71.8	0.4	16.8	11	10312	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45242	12743
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Cerambycidae	Anoplophora	Anoplophora glabripennis	217634	AGLA1	Genome	Illumina HiSeq	NCBI Genome	PRJNA348318	The i5k Initiative		arthropoda_odb10	-	-	-	-	-	-	-	-	-	-	-	-	14828	97.2	96.9	92.5	4.4	0.3	2.8	13141	9867	9859	5326	2976	1944	1615	706968555	706961232	694162270	677760059	662646494	650894097	9867	5512120	706968555	32.84	678234	269628	269	674	3846.17	-	-
Arthropoda	Hexapoda	Insecta	Pterygota	-	Coleoptera	Clambidae	Clambus	Clambus nigriclavis	1661820	CNIG1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR2083647	The 1KITE project: evolution of insects		arthropoda_odb10	94.8	93.5	25.6	67.9	1.3	5.2	95	91.2	45.4	45.8	3.8	5	12542	82.7	78.4	76.6	1.8	4.3	17.3	10594	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68092	12542
